url,name,proteins,fats,carbohydrates,calories,category,price,availability,average_rating,rating_count,imgUrl,description,content,pro/cal,pri/we,html_path,last_upd_time,weight,fetchErr
https://www.ozon.ru/product/sushki-chelnochok-ozon-fresh-300-g-753372159/,"Сушки челночок Ozon fresh, 300 г",8.5,7.5,70.5,390,"Ozon fresh#Сладости#Печенье и вафли#Пряники, сушки#Ozon fresh",79,1,4.8,3509,https://cdn1.ozone.ru/s3/multimedia-1-4/7349618164.jpg,"Те самые сушки. Изготовлены строго по ГОСТу, обладают традиционным вкусом, как из детства. Наши сушки – отличный вариант как для перекуса на ходу, так и для закуски к семейному столу. ","мука пшеничная хлебопекарная высшего сорта, вода питьевая, сахар, маргарин (рафинированные дезодорированные масла в натуральном и модифицированном виде (пальмовое масло и его фракции, подсолнечное масло), вода питьевая, эмульгатор (Е471, соевый лецитин), соль пищевая, ароматизатор «Сливки-молоко», краситель (Е160а), регулятор кислотности лимонная кислота), масло подсолнечное нерафинированное, соль пищевая, дрожжи хлебопекарные прессованные.",0.021794871794871794,0,,2025-06-13 11:10:37,,
https://www.ozon.ru/product/pryaniki-imbirnye-ozon-fresh-340-g-613882117/,"Пряники Имбирные Ozon fresh, 340 г",4.5,3.0,76,350,"Ozon fresh#Сладости#Печенье и вафли#Пряники, сушки#Ozon fresh",119,1,4.9,9051,https://cdn1.ozone.ru/s3/multimedia-1-x/7349574705.jpg,"Имбирные пряники Ozon fresh произведены по традиционному домашнему рецепту. Наши пряники такие ароматные и мягкие, что удивят даже самых искушённых сладкоежек. Пряники не содержат консервантов, ароматизаторов, маргарина и пальмового масла.",,0.012857142857142857,0.35,,2025-06-13 11:10:37,340,
https://www.ozon.ru/product/pechene-zlakovoe-lyubyatovo-myusli-s-klyukvoy-i-izyumom-120-g-142262847/,"Печенье злаковое Любятово Мюсли, с клюквой и изюмом, 120 г",8,15,68,450,Ozon fresh#Сладости#Печенье и вафли#Печенье#Любятово,89,1,4.9,7979,https://cdn1.ozone.ru/s3/multimedia-1-4/7578608368.jpg,"Печенье-Мюсли с клюквой и изюмом - это особенное сочетание хрустящих овсяных хлопьев и аппетитных кусочков ягод! Продукт содержит в составе 59% цельных овсяных хлопьев, поэтому мы рекомендуем его для всей семьи! А благодаря наличию индивидуальной упаковки, вы можете наслаждаться этим вкусным и питательным перекусом в течение дня, где бы вы ни находились!","хлопья овсяные, сахар, масло рапсовое, рис воздушный [крупа (мука) рисовая, сахар, экстракт ячменно-солодовый, масло рапсовое, соль], крахмал кукурузный, сироп инвертный [сахар, регуляторы кислотности: молочная кислота, гидрокарбонат натрия], клюква подслащенная сушеная [клюква, сахар], виноград сушеный (изюм), разрыхлители: гидрокарбонат аммония (соль углеаммонийная), гидрокарбонат натрия (сода пищевая); ароматизатор, соль, эмульгатор: лецитин соевый.",0.017777777777777778,0.7416666666666667,,2025-06-13 11:10:37,120,
https://www.ozon.ru/product/shokoladnye-batonchiki-milky-way-4-sht-po-26-g-nuga-molochnyy-shokolad-240122954/,"Шоколадные батончики Milky Way, 4 шт по 26 г , Нуга, молочный шоколад",2.7,15.5,73.6,446,Ozon fresh#Сладости#Шоколад и конфеты#Шоколадные батончики#Milky Way,89,1,5.0,29124,https://cdn1.ozone.ru/s3/multimedia-t/6836118797.jpg,"Легкое суфле, покрытое молочным шоколадом, обеспечивает мягкую текстуру и молочный вкус.

- Неважно, есть ли у вас несколько свободных минут перед тем, как забрать детей, или вы делаете перерыв в учебе или работе, иногда вам просто хочется чего-то легкого, чтобы поднять настроение после обеда. Почему бы не выбрать Milky Way?
- Выгодный формат, которого хватит надолго

4 х 26г шоколадный батончик",,0.006053811659192825,0.8557692307692307,,2025-06-13 11:10:37,104,
https://www.ozon.ru/product/twix-xtra-solenaya-karamel-shokoladnyy-batonchik-82g-918455612/,"Twix Xtra Соленая карамель шоколадный батончик, 82г",4.3,23.9,63,630,Ozon fresh#Сладости#Шоколад и конфеты#Шоколадные батончики#Twix,94,1,5.0,15264,https://cdn1.ozone.ru/s3/multimedia-1-f/7466331003.jpg,"Каждая палочка, покрытая восхитительным шоколадом, обеспечивает идеальное контрастное сочетание густой соленой карамели и хрустящего печенья. 

- Маленький кусочек радости может изменить ваш день к лучшему. Twix дарит вам простую радость дважды!
- Twix отлично подходит для того, чтобы немного побаловать себя после напряженного дня. 
- Попробуйте вместе с кофе или чаем, чтобы сделать поездку на работу или учебу более увлекательной. (Даже если ваш путь лежит только из кухни в гостиную).
- Держите его под рукой, планируя свой перерыв. Ваши задачи подождут десять минут, пока вы наслаждаетесь Twix.

1 х 82г шоколадный батончик","Состав: молочный шоколад (сахар, какао масло, какао тертое, сухое обезжиренное молоко, продукт сывороточный сухой (пермеат), молочный жир, эмульгатор (соевый лецитин), эквивалент масла какао (масло пальмовое, масло ши)); глюкозный сироп (кукурузный, пшеничный), пшеничная мука, сахар, растительное масло (пальмовое), сухое обезжиренное молоко, соль, какао порошок, разрыхлитель (гидрокарбонат натрия), ароматизаторы (этилванилин; со вкусом сливочной карамели). Содержит глютен. Может содержать незначительное количество яичного белка, арахиса, миндаля, фундука. Средние значения пищевой ценности (100 г): белки – 4,3 г; жиры – 23,9 г; углеводы – 63,9 г. Энергетическая ценность (100 г): 491 ккал / 2054 кДж. Молочный шоколад содержит: общий сухой остаток какао – не менее 25 %; сухой обезжиренный остаток какао – не менее 2,5 %; сухой молочный остаток – не менее 12 %; молочный жир – не менее 2,5 %. Молочный шоколад содержит до 5 % растительных жиров-эквивалентов масла какао в дополнение к маслу какао. Трансизомеров ненасыщенных жирных кислот в шоколаде – не более 1 %.",0.006825396825396825,1.146341463414634,,2025-06-13 11:10:38,82,
https://www.ozon.ru/product/shokoladnyy-batonchik-snickers-super-s-karamelyu-arahisom-i-nugoy-80-g-259435513/,"Шоколадный батончик Snickers Super с карамелью, арахисом и нугой, 80 г",8,25.4,58.8,499,Ozon fresh#Сладости#Шоколад и конфеты#Шоколадные батончики#Snickers,79,1,4.9,33559,https://cdn1.ozone.ru/s3/multimedia-1-q/7466331014.jpg,"Snickers Super — питательный батончик из мягкой нуги, густой тянущейся карамели и обжаренного хрустящего арахиса, покрытый настоящим молочным шоколадом. Идеальное сочетание ярких вкусов и разных текстур, которое точно понравится всем любителям сладостей! 

- В состав шоколада Сникерс входят только высококачественные ингредиенты — без красителей и консервантов.
- Батончик Snickers Super поможет быстро утолить голод и получить заряд сил. 
-Шоколадный батончик удобно брать с собой в дорогу, как перекус на работу и на учебу. Поставь дела на паузу, устрой вкусный перерыв или ешь Snickers Super на ходу, не отрываясь от дел! Упаковка батончиков может иметь несколько видов дизайна с разными именами или логотипом на фронтальной части. Поставка продукции осуществляется в зависимости от наличия на складе.","Молочный шоколад (сахар, какао масло, какао тертое, сухое цельное молоко (W) или сухое обезжиренное молоко (R), лактоза, молочный жир, эмульгатор (соевый лецитин), ароматизатор (ванилин));  глюкозный сироп (кукурузный, пшеничный), арахис, сахар, масло пальмовое рафинированное дезодорированное, сухое обезжиренное молоко, соль, сухой яичный белок, ароматизатор (ванилин). Cодержит глютен. Может содержать незначительное количество фундука, миндаля.",0.01603206412825651,0.9875,,2025-06-13 11:10:38,80,
https://www.ozon.ru/product/shokoladnye-batonchiki-snickers-lesnoy-oreh-s-arahisom-karamelyu-fundukom-i-nugoy-81-g-141520190/,"Шоколадные батончики Snickers Лесной орех с арахисом, карамелью, фундуком и нугой, 81 г",7.6,27.5,56.4,507,Ozon fresh#Сладости#Шоколад и конфеты#Шоколадные батончики#Snickers,79,1,4.9,33559,https://cdn1.ozone.ru/s3/multimedia-1-u/7466331018.jpg,"Snickers Super с лесным орехом — питательный батончик из мягкой нуги, густой тянущейся карамели, обжаренного хрустящего арахиса и фундука, покрытый настоящим молочным шоколадом. Идеальное сочетание ярких вкусов и разных текстур, которое точно понравится всем любителям сладостей! 

- В состав шоколада Сникерс входят только высококачественные ингредиенты — без красителей и консервантов.
- Батончик Snickers Super поможет быстро утолить голод и получить заряд сил. 
- Шоколадный батончик удобно брать с собой в дорогу, как перекус на работу и на учебу. Поставь дела на паузу, устрой вкусный перерыв или ешь Snickers Super на ходу, не отрываясь от дел! Упаковка батончиков может иметь несколько видов дизайна с разными именами или логотипом на фронтальной части. Поставка продукции осуществляется в зависимости от наличия на складе.",,0.014990138067061143,0.9753086419753086,,2025-06-13 11:10:38,81,
https://www.ozon.ru/product/shokoladnyy-batonchik-twix-xtra-s-karamelyu-i-pechenem-82-g-141520191/,"Шоколадный батончик Twix Xtra с карамелью и печеньем, 82 г",3.9,24,65.4,495,Ozon fresh#Сладости#Шоколад и конфеты#Шоколадные батончики#Twix,94,1,5.0,15264,https://cdn1.ozone.ru/s3/multimedia-1-7/7466330887.jpg,"Twix Xtra — шоколадный батончик с хрустящим печеньем и густой карамелью, покрытый нежным молочным шоколадом. Идеальное сочетание насыщенного вкуса и разных текстур! В упаковке две палочки Twix Xtra.

- Шоколадный батончик Twix Xtra — удобный вариант для быстрого перекуса. Возьми Twix Xtra с собой на работу, учебу или в дорогу. 
- Смотри фильмы и сериалы вместе с шоколадным батончиком Twix Xtra и наслаждайся любимым вкусом в кругу семьи и друзей за уютным чаепитием. 
- В составе шоколада Твикс только высококачественные ингредиенты — без красителей и консервантов.","Молочный шоколад (общий сухой остаток какао – не менее 26%, сухой обезжиренный остаток какао – не менее 4%, сухой молочный остаток – не менее 20%, молочный жир – не менее 3,5%): сахар, какао масло, какао тертое, лактоза, сухое цельное молоко, сухая молочная сыворотка, молочный жир, эмульгатор (соевый лецитин), ароматизатор (ванилин);  карамель: глюкозный сироп (кукурузный, пшеничный), сахар, масло пальмовое рафинированное дезодорированное, сухое обезжиренное молоко, соль, ароматизатор (ванилин);  печенье: пшеничная мука, жир специального назначения, сахар, какао порошок обезжиренный, соль, разрыхлитель (гидрокарбонат натрия), ароматизатор (ванилин). Может содержать незначительно количество арахиса, фундука, миндаля, яичного белка. Трансизомеров ненасыщенных жирных кислот в шоколаде не более 1%.",0.00787878787878788,1.146341463414634,,2025-06-13 11:10:38,82,
https://www.ozon.ru/product/molochnyy-i-belyy-shokolad-s-vafley-so-vkusom-fistashki-dekorirovannyy-fistashkoy-i-arahisom-102-1956338796/,"Молочный и белый шоколад с вафлей, со вкусом фисташки, декорированный фисташкой и арахисом, 102 г, Комильфо",6.1,30,60,534,Ozon fresh#Сладости#Шоколад и конфеты#Молочный#Комильфо,150,1,4.8,703,https://cdn1.ozone.ru/s3/multimedia-1-p/7578608353.jpg,"Шоколад Комильфо® – оригинальное слово от мастеров шоколадного искусства любимого бренда с 20-летней историей. Премиальная линейка шоколада Комильфо® – это коллекция из трёх плиток шоколада с изысканными вкусами: фисташка, миндаль - солёная карамель, пекан - кленовый сироп. Восхитительные слои молочного и белого шоколада соединяются между собой в каждой плитке, образуя роскошный мраморный рисунок. Все ингредиенты для приготовления шоколадных плит Комильфо® отобраны тщательным образом, а сам процесс изготовления проходит под непрерывным контролем профессионалов.
Шоколад Комильфо® Фисташка – это классический вкус любимых конфет в новом формате, где в каждой дольке шоколада искусным рисунком соединились молочный и белый шоколад, декорированный кусочками дроблёной жареной фисташки. Нежные слои вафли в начинке добавляют яркую хрустящую текстуру.
В лучших традициях Комильфо® , для самых требовательных ценителей, шоколадные плиты Комильфо® представлены в дизайнерской упаковке с изысканными узорами в цветах бренда и станут желанным подарком для себя и близких!
Окунитесь в мир изысканных вкусов и наслаждайтесь моментами удовольствия, которые подарит вам шоколад Комильфо®.",,0.011423220973782771,1.4705882352941178,,2025-06-13 11:10:39,102,
https://www.ozon.ru/product/pastila-bez-sahara-pastilushka-assorti-0-8-kg-493837842/,"Пастила без сахара Пастилушка ассорти 0,8 кг",2.4,0,59,263,"Ozon fresh#Сладости#Зефир и мармелад#Пастила, маршмеллоу#Пастилушка",363,1,4.9,170957,https://cdn1.ozone.ru/s3/multimedia-1-4/6916224280.jpg,"СоставСостав: яблочное пюре, сорбат калия (0.01%), натуральные ароматизаторы в зависимости от вкуса. Пастилушка - настоящая пастила из свежих яблок, изготовленная без добавления сахара! Вкусная и полезная! Производство пастилы, изготавливаемой компанией Пастилушка, находится в с. Кахун Кабардино-Балкарии. В качестве сырья для производства продукта используются яблоки, выращенные в самой республике, считающейся одной из самых экологически чистых районов нашей страны. Свежие яблоки местных сортов перерабатывают в пюре, далее фруктовую массу выкладывают тонким слоем, высушивают в печах, режут на пластинки и фасуют в конфеты. Пастила ТМ ""Пастилушка"" является диетическим и диабетическим продуктом, что подтверждено свидетельствами о государственной регистрации, так же она рекомендована для детей школьного и дошкольного возраста старше 3-х лет. С оригиналами документов Вы можете ознакомится в карточке товара (Листайте ленту фотографий). Так же наша компания внедрила на своем производстве систему стандартов ХАССП. Система ХАССП является эффективным орудием управления, которое используется для защиты предприятия (торговой марки) при продвижении на рынке пищевых продуктов и защите производственных процессов от биологических (микробиологических), химических, физических и других рисков загрязнения.Простыми словами, программа ХАССП - это задокументированные в форме регламентов и инструкций для персонала международные правила, которые необходимо соблюдать, вести записи в соответствующих журналах и соблюдение которых позволит обеспечить безопасность продукции для потребителей.  В упаковке весом 0,8 кг - 40+/-5 конфет, вес одной конфеты 18-20 гр. Упаковка наполняется автоматическим укладчиком точно по весу. Возможно неравномерное наполнение вкусами, либо отсутствие одного из них. В соответствии с принципами работы нашей компании, мы не храним на складах готовый продукт. Пастила изготавливается партиями под каждый отдельный заказ. Такая система позволяет избежать случаев, когда к потребителю попадает несвежий продукт. Дата заявленная на упаковке, соответствует дате изготовления товара. Обычно покупателям доставляют товар с остаточным сроком годности не менее  11 месяцев, при сроке хранения 12 месяцев. Пастилушка востребована и любима за натуральность, отсутствие искусственных красителей в составе, удобную упаковку и узнаваемый вкус детства!","Яблочное пюре, сорбат калия 0,01%, ароматизатор в зависимости от вкуса.",0.009125475285171103,0.45375,,2025-06-13 11:10:39,800,
https://www.ozon.ru/product/vafli-korovka-c-shokoladnoy-nachinkoy-150-g-184276484/,"Вафли Коровка, c шоколадной начинкой, 150 г",7,30,58,530,Ozon fresh#Сладости#Печенье и вафли#Вафли#Коровка,66,1,4.9,13072,https://cdn1.ozone.ru/s3/multimedia-1-k/7349584160.jpg,"Воздушные хрустящие вафли «Коровка» с шоколадной начинкой, без глазури. Слоеные квадратики из тонких вафельных пластин, переслоенные полосками ароматного шоколадного пралине. Нежные, хрустящие, тающие во рту вафли идеально подойдут к чаю любого сорта и кофейным напиткам. Хорошо сочетаются с теплым молоком. Производитель: ОАО «Рот Фронт».",,0.013207547169811321,0.44,,2025-06-13 11:10:39,150,
https://www.ozon.ru/product/yubileynoe-pechene-molochnoe-s-glazuryu-116-g-136780563/,"Юбилейное Печенье молочное с глазурью, 116 г",7.1,21,65,477,Ozon fresh#Сладости#Печенье и вафли#Печенье#Юбилейное,64,1,5.0,63161,https://cdn1.ozone.ru/s3/multimedia-1-n/7590172199.jpg,"Печенье Юбилейное молочное с глазурью- это то самое печенье со 110 летней историей, которое окунет вас в детство.  Нежная молочная шоколадная глазурь на сладком витаминизированном печенье будет прекрасным вкусным дессертом на праздничном столе или пикнике, отлично подойдет в качестве перекуса в дороге, университете или школе, станет идеальной парой к чаю, кофе соку или молоку.
",,0.014884696016771488,0.5517241379310345,,2025-06-13 11:10:39,116,
https://www.ozon.ru/product/shokolad-temnyy-ritter-sport-yarkiy-apelsin-s-pomadnoy-nachinkoy-100-g-1499933139/,"Шоколад тёмный Ritter Sport Яркий апельсин с помадной начинкой, 100 г",3.70,27,58,490,Ozon fresh#Сладости#Шоколад и конфеты#Горький#Ritter Sport,172,1,4.8,2415,https://cdn1.ozone.ru/s3/multimedia-1-z/7349625899.jpg,"Идеальное сочетание 
классического тёмного шоколада 
с ярким вкусом сочного 
апельсина. Эта плитка подарит
заряд эмоций и энергии, делая 
ваш день еще ярче!",,0.007551020408163266,1.72,,2025-06-13 11:10:40,100,
